PRESIDENT 2012
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,Nebraska,20121106,N/A,JEFFERSON,County,"3,446","2,166","Romney, W. Mitt",Challenger,"1,195","Obama, Barack H.",Incumbent,Libertarian,59,"Johnson, Gary E.",Challenger,26,971,R,62.86,34.68,1.71,.75,64.45,35.55,"The other vote was: Terry, Randall (Independent) 16; Scattered Write-In (Write-in) 10",,"The other vote was: Terry, Randall (Independent) 16; Scattered Write-In (Write-in) 10"
President,Nebraska,20121106,N/A,JOHNSON,County,"2,063","1,225","Romney, W. Mitt",Challenger,790,"Obama, Barack H.",Incumbent,Libertarian,36,"Johnson, Gary E.",Challenger,12,435,R,59.38,38.29,1.75,.58,60.79,39.21,"The other vote was: Terry, Randall (Independent) 8; Scattered Write-In (Write-in) 4",,"The other vote was: Terry, Randall (Independent) 8; Scattered Write-In (Write-in) 4"
President,Nebraska,20121106,N/A,KEARNEY,County,"3,180","2,349","Romney, W. Mitt",Challenger,773,"Obama, Barack H.",Incumbent,Libertarian,43,"Johnson, Gary E.",Challenger,15,"1,576",R,73.87,24.31,1.35,.47,75.24,24.76,"The other vote was: Terry, Randall (Independent) 11; Scattered Write-In (Write-in) 4",,"The other vote was: Terry, Randall (Independent) 11; Scattered Write-In (Write-in) 4"
President,Nebraska,20121106,N/A,KEITH,County,"4,058","3,044","Romney, W. Mitt",Challenger,928,"Obama, Barack H.",Incumbent,Libertarian,58,"Johnson, Gary E.",Challenger,28,"2,116",R,75.01,22.87,1.43,.69,76.64,23.36,"The other vote was: Terry, Randall (Independent) 13; Scattered Write-In (Write-in) 15",,"The other vote was: Terry, Randall (Independent) 13; Scattered Write-In (Write-in) 15"
President,Nebraska,20121106,N/A,KEYA PAHA,County,484,393,"Romney, W. Mitt",Challenger,80,"Obama, Barack H.",Incumbent,Libertarian,7,"Johnson, Gary E.",Challenger,4,313,R,81.20,16.53,1.45,.83,83.09,16.91,"The other vote was: Terry, Randall (Independent) 2; Scattered Write-In (Write-in) 2",,"The other vote was: Terry, Randall (Independent) 2; Scattered Write-In (Write-in) 2"
President,Nebraska,20121106,N/A,KIMBALL,County,"1,687","1,235","Romney, W. Mitt",Challenger,395,"Obama, Barack H.",Incumbent,Libertarian,38,"Johnson, Gary E.",Challenger,19,840,R,73.21,23.41,2.25,1.13,75.77,24.23,"The other vote was: Terry, Randall (Independent) 14; Scattered Write-In (Write-in) 5",,"The other vote was: Terry, Randall (Independent) 14; Scattered Write-In (Write-in) 5"
President,Nebraska,20121106,N/A,KNOX,County,"4,036","2,885","Romney, W. Mitt",Challenger,"1,059","Obama, Barack H.",Incumbent,Libertarian,57,"Johnson, Gary E.",Challenger,35,"1,826",R,71.48,26.24,1.41,.87,73.15,26.85,"The other vote was: Terry, Randall (Independent) 25; Scattered Write-In (Write-in) 10",,"The other vote was: Terry, Randall (Independent) 25; Scattered Write-In (Write-in) 10"
President,Nebraska,20121106,N/A,LANCASTER,County,"127,355","62,434","Romney, W. Mitt",Challenger,"62,015","Obama, Barack H.",Incumbent,Libertarian,"1,874","Johnson, Gary E.",Challenger,"1,032",419,R,49.02,48.69,1.47,.81,50.17,49.83,"The other vote was: Terry, Randall (Independent) 298; Scattered Write-In (Write-in) 734",,"The other vote was: Terry, Randall (Independent) 298; Scattered Write-In (Write-in) 734"
President,Nebraska,20121106,N/A,LINCOLN,County,"15,655","10,728","Romney, W. Mitt",Challenger,"4,450","Obama, Barack H.",Incumbent,Libertarian,315,"Johnson, Gary E.",Challenger,162,"6,278",R,68.53,28.43,2.01,1.03,70.68,29.32,"The other vote was: Terry, Randall (Independent) 60; Scattered Write-In (Write-in) 102",,"The other vote was: Terry, Randall (Independent) 60; Scattered Write-In (Write-in) 102"
President,Nebraska,20121106,N/A,LOGAN,County,431,356,"Romney, W. Mitt",Challenger,68,"Obama, Barack H.",Incumbent,Libertarian,5,"Johnson, Gary E.",Challenger,2,288,R,82.60,15.78,1.16,.46,83.96,16.04,"The other vote was: Terry, Randall (Independent) 2; Scattered Write-In (Write-in) 0",,"The other vote was: Terry, Randall (Independent) 2; Scattered Write-In (Write-in) 0"
President,Nebraska,20121106,N/A,LOUP,County,358,290,"Romney, W. Mitt",Challenger,62,"Obama, Barack H.",Incumbent,Libertarian,4,"Johnson, Gary E.",Challenger,2,228,R,81.01,17.32,1.12,.56,82.39,17.61,"The other vote was: Terry, Randall (Independent) 0; Scattered Write-In (Write-in) 2",,"The other vote was: Terry, Randall (Independent) 0; Scattered Write-In (Write-in) 2"
President,Nebraska,20121106,N/A,MADISON,County,"13,885","10,062","Romney, W. Mitt",Challenger,"3,485","Obama, Barack H.",Incumbent,Libertarian,225,"Johnson, Gary E.",Challenger,113,"6,577",R,72.47,25.10,1.62,.81,74.27,25.73,"The other vote was: Terry, Randall (Independent) 56; Scattered Write-In (Write-in) 57",,"The other vote was: Terry, Randall (Independent) 56; Scattered Write-In (Write-in) 57"
